SummitCode,SummitName,Latitude,Longitude,AltM
JA/GM-088,Eboshiiwa,36.31360,138.71490,1117
JA/GM-089,Shiraishiyama,36.12890,138.85930,1102
JA/GM-090,Kondouzan,36.28830,138.73830,1094
JA/GM-091,JA/GM-091,36.54440,138.73000,1080
JA/GM-092,JA/GM-092,36.14640,138.61909,1032
JA/GM-093,Amefuriyama,36.14370,138.98010,1012
JA/GM-094,Kanatake,36.20640,138.72459,1010
JA/GM-095,Takashiba,36.64770,139.19370,994
JA/GM-096,Sankyusan,36.33880,138.69690,991
JA/GM-097,Sansekisonyama,36.76580,138.94600,956
JA/GM-098,Inamurayama,36.32320,138.67780,952
JA/GM-099,Yotsumatayama,36.19950,138.73750,899
JA/GM-100,Fujisengenyama,36.17310,138.70650,898
JA/GM-101,Takeyama,36.61390,138.83099,789
JA/GM-102,Kongounokaya,36.18040,138.77930,788
JA/GM-103,Togamiyama,36.68210,139.05530,771
JA/GM-104,Chausuyama,36.37830,139.32629,294
JA/GM-105,Kanayama,36.31760,139.37770,239
JA/GM-106,Kashouzan,36.75900,139.06230,1322
JA/GM-107,Takajyokki,36.52280,138.67180,1237
JA/GM-108,Ookaneharagatake,36.44920,138.86090,1252
JA/HG-001,Hyonosen (Suganosen),35.35400,134.51379,1510
JA/HG-002,Mimuroyama,35.23670,134.46280,1358
JA/HG-003,Ushiroyama,35.18680,134.41119,1344
JA/HG-004,Tengoyasan,35.23730,134.42039,1245
JA/HG-005,Aogamaru,35.42360,134.47591,1239
JA/HG-006,Hachibuseyama,35.39540,134.53630,1222
JA/HG-007,Akataniyama,35.28010,134.51340,1217
JA/HG-008,Uematsuyama,35.17590,134.48470,1191
JA/HG-009,Senchougamine,35.18340,134.69760,1141
JA/HG-010,Fujinashiyama,35.26670,134.60049,1139
JA/HG-011,Myoukenyama,35.41060,134.64380,1139
JA/HG-012,Sankyuanzan,35.24710,134.57210,1123
JA/HG-013,Dangamine,35.19160,134.72740,1103
JA/HG-014,Ajyariyama,35.22120,134.56059,1087
JA/HG-015,Gyouseizan,35.13230,134.65669,1077
JA/HG-016,Sobugatake,35.47080,134.63800,1074
JA/HG-017,Hitotsuyama,35.20700,134.58080,1065
JA/HG-018,Surugamine,35.28600,134.69600,1054
JA/HG-019,Hinakurasan,35.14790,134.40860,1047
JA/HG-020,Kuroozan,35.10560,134.53960,1025
JA/HG-021,Higashiyama,35.17040,134.58440,1016
JA/HG-022,Sengamine,35.14470,134.88390,1005
JA/HG-023,Takahatayama,35.14410,134.81709,984
JA/HG-024,JA/HG-024,35.25400,134.70200,980
JA/HG-025,Kurotaki,35.08970,134.66220,977
JA/HG-026,Oodanyama,35.19850,134.67870,966
JA/HG-027,Awagayama,35.27280,134.91541,962
JA/HG-028,Kasagatayama,35.06420,134.83470,939
JA/HG-029,Rokkousan,34.77800,135.26370,931
JA/HG-030,Mataniyama,35.16490,134.90250,928
JA/HG-031,JA/HG-031,35.12420,134.52879,920
JA/HG-032,JA/HG-032,35.53720,134.63699,917
JA/HG-033,JA/HG-033,35.10930,134.80859,882
JA/HG-034,Kumosuyama,35.24200,134.89951,876
JA/HG-035,Suikenzan,35.07350,134.52310,872
JA/HG-036,Tateya,35.32350,134.76740,856
JA/HG-037,Takamine,35.17820,134.64700,845
JA/HG-038,Nishitokonoozan,35.40740,134.90289,843
JA/HG-039,Sasagamine,35.14770,134.96111,827
JA/HG-040,Soukengyousan,35.15170,134.38210,824
JA/HG-041,Naoya,35.22540,134.86700,823
JA/HG-042,JA/HG-042,35.10800,134.76060,820
JA/HG-043,Ryugatake,35.17240,134.94670,817
JA/HG-044,Wadayama,35.30270,134.64430,809
JA/HG-045,Kamiikuno,35.20380,134.82739,806
JA/HG-046,Houbikiyama,35.37990,134.61571,804
JA/HG-047,Oomiyasan,35.25710,134.74480,798
JA/HG-048,Mitake,35.12730,135.24490,793
JA/HG-049,Gozouyama,35.14860,134.57561,791
JA/HG-050,Miharaidan,35.32390,134.70100,773
JA/HG-051,Asagoyama,35.27660,134.84489,756
JA/HG-052,Ooyasan,35.01020,135.31270,754
JA/HG-053,Kayamachisan,35.21920,134.96980,748
JA/HG-054,Babayama,35.25710,134.77420,743
JA/HG-055,Oonariyama,35.12870,134.45200,743
JA/HG-056,Koganegadake,35.12670,135.26620,725
JA/HG-057,Jyousenkitamine,35.05160,135.32719,723
JA/HG-058,Shiragadake,35.04600,135.13480,722
JA/HG-059,Kaneo,35.55500,134.43460,715
JA/HG-060,Saikoujiyama,35.01700,135.06551,713
JA/HG-061,Monobeyama,35.28460,134.79430,708
JA/HG-062,Fuchi,35.14560,134.76669,699
JA/HG-063,Tenjyobata,35.01130,135.25819,698
JA/HG-064,Kouryujigadake,35.52300,134.97110,697
JA/HG-065,Myoukousan,35.09210,134.91460,692
JA/HG-066,Okurabeyama,35.32740,134.81281,692
JA/HG-067,Nagusayama,35.01590,134.70360,683
JA/HG-068,Hachigaoyama,35.13410,135.31900,678
JA/HG-069,Kutosan,35.61900,134.57159,671
JA/HG-070,Myoujinsan,35.00120,134.65311,668
JA/HG-071,Tourigadake,35.47530,134.97830,664
JA/HG-072,Takayama,35.05180,135.08099,660
JA/HG-073,Ookayama,35.51180,134.71449,660
JA/HG-074,JA/HG-074,35.01760,135.19231,659
JA/HG-075,Godaisan,35.22320,135.06870,655
JA/HG-076,Oofunayama,34.95780,135.28220,653
JA/HG-077,Nishiterayama,35.01760,135.11230,646
JA/HG-078,Miyayama,35.05140,134.55380,646
JA/HG-079,Houtakuyama,35.51250,134.92690,643
JA/HG-080,Iwaomine,35.13570,135.34320,630
JA/HG-081,Near Myokenzan,35.05380,135.03680,630
JA/HG-082,Kurozuhou,35.12260,135.14281,620
JA/HG-083,Yuzuruhasan,34.23490,134.81419,608
JA/HG-084,Oyashirazu,35.25800,135.09120,605
JA/HG-085,JA/HG-085,35.56740,134.56770,600
JA/HG-086,Chigogahakayama,34.78360,135.14011,596
JA/HG-087,Yuzurihayama,35.13400,135.10400,594
JA/HG-088,Kokuzousan,34.98500,135.13921,592
JA/HG-089,Wadenjiyama,34.99230,135.11349,591
JA/HG-090,Senjyoujisan,34.96740,135.22189,590
JA/HG-091,Nakamukase,34.24550,134.83810,586
JA/HG-092,Chouzuisan,35.04420,134.52820,584
JA/HG-093,Nagusayari,35.01300,134.72110,577
JA/HG-094,Oozorayama,35.54610,134.52760,576
JA/HG-095,Kamimikawa,35.08540,134.41879,574
JA/HG-096,Kashiwarayama,34.28380,134.89680,569
JA/HG-097,Yatsugiyama,35.55090,134.73900,568
JA/HG-098,Kuruhidake,35.61200,134.78540,567
JA/HG-099,Myoukousan,35.17270,135.16080,565
JA/HG-100,Jyougayama,35.52520,134.54089,563
JA/HG-101,Daitokuzan,35.37510,134.75301,556
JA/HG-102,Kamonbashi,35.20540,134.64220,555
JA/HG-103,Oominesan,34.85530,135.33200,552
JA/HG-104,Kitayama,34.99330,135.07249,552
JA/HG-105,Toishiba,35.64460,134.52541,551
JA/HG-106,Ishidoyama,35.10790,135.03230,549
JA/HG-107,JA/HG-107,35.03320,134.45790,540
JA/HG-108,Shimizudera,34.97450,135.08270,540
JA/HG-109,Enmeijiyama,35.09230,134.94791,540
JA/HG-110,JA/HG-110,34.95160,135.25900,539
JA/HG-111,Ueno,35.35260,134.79630,538
JA/HG-112,Minarusan,35.58880,134.45010,536
JA/HG-113,Kurotani,35.37660,134.85210,536
JA/HG-114,Hiedani,35.06890,134.88330,532
JA/HG-115,JA/HG-115,34.27590,134.86610,530
JA/HG-116,JA/HG-116,35.41980,134.84109,530
JA/HG-117,Hatsukayama,34.91860,135.26790,524
JA/HG-118,Myoukenyama,34.49720,134.94350,522
JA/HG-119,Kouenji,35.16210,135.01669,520
JA/HG-120,Ookurayama,34.89270,134.50980,520
JA/HG-121,Kuzuosan,35.24600,135.03439,519
JA/HG-122,Kusabutoyama,35.53600,134.47980,516
JA/HG-123,JA/HG-123,35.29290,134.98550,513
JA/HG-124,JA/HG-124,35.00440,134.61050,511
JA/HG-125,Minousan,34.90900,134.44850,508
JA/HG-126,Ishiganesan,35.07070,134.97701,508
JA/HG-127,Funaiwa,34.92880,134.32590,507
JA/HG-128,JA/HG-128,35.33490,134.89240,501
JA/HG-129,Kifune,34.98980,134.89931,497
JA/HG-130,Kurotani,34.97060,134.59869,494
JA/HG-131,Toyofuku,35.06750,134.32120,493
JA/HG-132,Fudousan,34.94660,134.60001,479
JA/HG-133,Kusuyama,34.93670,134.37460,478
JA/HG-134,Kodera,35.47670,134.89510,472
JA/HG-135,Higashiyama,35.01010,135.13840,471
JA/HG-136,Makigamine,35.05200,135.19000,467
JA/HG-137,Kanashiyama,35.29780,134.84940,464
JA/HG-138,JA/HG-138,34.96700,135.02780,459
JA/HG-139,Furubousan,34.88320,135.31760,459
JA/HG-140,Urushino,35.04150,134.41620,458
JA/HG-141,Kinoyama,34.89660,134.52631,458
JA/HG-142,Ashida,34.95270,134.64740,457
JA/HG-143,Kamihiei,35.02140,135.01190,457
JA/HG-144,Hiramatsu,35.02280,134.43069,453
JA/HG-145,Near Zenjiyama,34.97080,134.56540,450
JA/HG-146,JA/HG-146,35.58530,134.84790,450
JA/HG-147,Surugisan,35.45090,134.80550,449
JA/HG-148,Senzan,34.35770,134.83881,448
JA/HG-149,Koudaniyama,35.22580,135.15100,443
JA/HG-150,Taniyama,34.92350,134.68919,440
JA/HG-151,Shirahatayama,34.90820,134.38080,440
JA/HG-152,Tenjindake,34.97870,135.18941,440
JA/HG-153,Oonadesan,35.02560,134.33549,436
JA/HG-154,Hyakkendake,34.79190,134.34340,435
JA/HG-155,JA/HG-155,35.61640,134.71420,435
JA/HG-156,Minamiyama,34.95410,134.56940,431
JA/HG-157,Yokawa Royal GC (6th hole),34.95240,135.07730,430
JA/HG-158,Takakurayama(Oragayama),34.94500,134.51770,427
JA/HG-159,Takubi,35.65280,134.80550,427
JA/HG-160,JA/HG-160,34.93060,135.40320,427
JA/HG-161,Mikusayama,34.94540,135.03630,424
JA/HG-162,Shiono,34.98570,134.57030,422
JA/HG-163,Kitaniyama,35.01050,134.93150,415
JA/HG-164,JA/HG-164,35.02480,134.88020,410
JA/HG-165,Kanashiroyama,34.97190,134.99860,399
JA/HG-166,Soubagaurayama,34.79090,134.31709,395
JA/HG-167,Hirayama,35.48080,134.93970,391
JA/HG-168,Houdaisan,34.85090,134.41420,379
JA/HG-169,Ookiyama,35.03660,134.97380,375
JA/HG-170,Ookamidani,34.89880,134.69479,372
JA/HG-171,Horihatayama,35.37740,134.80251,372
JA/HG-172,Shoshazan,34.89250,134.65640,371
JA/HG-173,Kannourayama,35.64250,134.67430,365
JA/HG-174,Yahazuyama,34.99160,134.95061,363
JA/HG-175,Takakurayama,34.97890,134.35550,357
JA/HG-176,Takanaga,34.95390,134.66400,355
JA/HG-177,Iseyama,34.91840,134.62430,353
JA/HG-178,Hijisan,35.31920,134.87100,352
JA/HG-179,Teradani,35.34830,134.85820,345
JA/HG-180,Kurosawayama,34.84190,134.36440,335
JA/HG-181,Ooishi,34.85330,134.29660,333
JA/HG-182,kutaya,35.48020,134.74400,333
JA/HG-183,Noseokuyama,34.79190,134.49940,328
JA/HG-184,Shiroyama,34.98540,134.78191,323
JA/HG-185,Arayama,34.82420,134.40930,316
JA/HG-186,hatayama,34.88880,134.76311,312
JA/HG-187,Takamikurayama,34.81310,134.79289,300
JA/HG-188,Takayama,34.83910,134.78160,298
JA/HG-189,Toyofu,34.85910,134.74820,287
JA/HG-190,Kawamukouyama,34.81330,134.39410,287
JA/HG-191,JA/HG-191,35.63580,134.49229,284
JA/HG-192,Takafuseyama,34.77940,134.44051,280
JA/HG-193,Shiroyama,34.83180,134.85510,271
JA/HG-194,Koumyousan,34.84890,134.47240,261
JA/HG-195,Itadakinoiwa,34.64890,134.46651,250
JA/HG-196,Tangashima,34.66670,134.57600,193
JA/HG-197,Torokawayama,35.41880,134.55620,1039
JA/HG-198,Hirano,35.11320,134.65630,1002
JA/HG-199,Iimoriyama,35.11440,134.86070,900
JA/HG-200,Sumikawa,35.12030,134.50040,880
JA/HG-201,Mikunidake,35.21210,134.91859,855
JA/HG-202,JA/HG-202,35.29410,134.61050,848
JA/HG-203,Aokurayama,35.25360,134.87050,810
JA/HG-204,Oosugi,35.34700,134.63460,794
JA/HG-205,Tanimura,35.15690,134.55920,769
JA/HG-206,Mikata,35.19060,134.95770,753
JA/HG-207,Near Matsuo,35.22220,134.94310,680
JA/HG-208,Nishiyama,35.22440,134.76961,667
JA/HG-209,Moriuchiyama,35.12530,134.90480,651
JA/HG-210,Mikunigatake,35.02870,135.23531,648
JA/HG-211,JA/HG-211,35.00920,135.21600,637
JA/HG-212,Oominoyama,35.26210,134.98300,626
JA/HG-213,Tenrokusan,35.05370,135.05930,619
JA/HG-214,JA/HG-214,35.53420,135.00121,610
JA/HG-215,Nokogiriyama,35.12750,135.17780,605
JA/HG-216,Hirugatake,34.97580,135.29800,595
JA/HG-217,Okuyama,35.03740,134.79420,574
JA/HG-218,Kawachi,35.03310,134.80690,562
JA/HG-219,Near Kawami,35.40490,134.85640,560
JA/HG-220,Koumyouzan,35.39950,134.82069,551
JA/HG-221,Shikakurayama,35.17800,135.23080,547
JA/HG-222,Takaouzan,35.14620,135.23309,543
JA/HG-223,Kanayama,35.11400,135.11391,540
JA/HG-224,Near Takamaruyama,35.02740,134.46100,540
JA/HG-225,Near Kabutoyama,34.27220,134.83569,535
JA/HG-226,Yasushi,35.00430,134.58389,517
JA/HG-227,Atagoyama,34.96650,135.33240,514
JA/HG-228,Sasanomaru,35.03430,134.50340,512
JA/HG-229,JA/HG-229,34.98610,134.51019,510
JA/HG-230,Fugizaka,35.02160,135.13870,501
JA/HG-231,Near Chino,35.02050,134.84711,490
JA/HG-232,Gongenyama,35.47960,134.90410,475
JA/HG-233,JA/HG-233,35.06700,134.39639,460
JA/HG-234,Shinsyu,35.03700,134.43291,441
JA/HG-235,JA/HG-235,34.99970,134.92780,423
JA/HG-236,Miyama,34.97080,134.80930,420
JA/HG-237,JA/HG-237,35.05200,134.88760,416
JA/HG-238,Mikurayama,34.93280,135.32899,411
JA/HG-239,JA/HG-239,35.59080,134.52490,410
JA/HG-240,JA/HG-240,35.01860,135.15981,406
JA/HG-241,Nishiyama,34.95440,135.06149,405
JA/HG-242,Kitayama,34.92360,134.56960,396
JA/HG-243,Ooiwadake,34.88580,135.28030,384
JA/HG-244,Ookurayama,34.96470,134.71750,384
JA/HG-245,Arimafuji,34.92400,135.23050,373
JA/HG-246,Kiriyama,35.17210,135.05209,371
JA/HG-247,JA/HG-247,35.17750,135.25771,370
JA/HG-248,Rokudouyama,34.81590,134.33189,354
JA/HG-249,Yada,34.98100,134.84920,350
JA/HG-250,Tsunooyama,34.96350,134.93370,343
JA/HG-251,JA/HG-251,34.97780,134.75290,332
JA/HG-252,Takatoriyama,34.67660,135.13020,328
JA/HG-253,Ootaki,35.39000,134.77879,327
JA/HG-254,Shiroyama,35.45550,134.87801,321
JA/HG-255,Yokooyama,34.66560,135.10831,312
JA/HG-256,Segawa,34.95990,134.59070,311
JA/HG-257,Kurakakeyama,34.91620,134.66640,311
JA/HG-258,JA/HG-258,34.93530,134.61890,300
JA/HG-259,Deai,35.45710,134.95030,292
JA/HG-260,JA/HG-260,35.51450,134.76260,290
JA/HG-261,Tsukamoto,34.93190,134.63350,285
JA/HG-262,Niuno,35.64590,134.57091,284
JA/HG-263,Nanhenjiyama,34.27670,134.72591,274
JA/HG-264,Jyougayama,34.77680,134.51190,265
JA/HG-265,JA/HG-265,35.62310,134.83170,262
JA/HG-266,Yachigusayama,34.94150,134.79910,260
JA/HG-267,Tennouzan,34.85230,134.33580,260
JA/HG-268,JA/HG-268,34.87820,134.59590,260
JA/HG-269,Zenbouyama,34.87850,134.83121,251
JA/HG-270,JA/HG-270,34.30230,134.71770,250
JA/HG-271,JA/HG-271,34.86210,134.80701,250
JA/HG-272,Shiroyama,34.84020,134.61169,250
JA/HG-273,Anaga,34.30050,134.67641,249
JA/HG-274,Kannonyama,35.63330,134.46220,245
JA/HG-275,Nobuka,34.85440,134.79820,243
JA/HG-276,JA/HG-276,34.31820,134.80780,233
JA/HG-277,Uyama,34.36430,134.88400,233
JA/HG-278,Idani,34.86910,134.32350,231
JA/HG-279,Kawaragaichi,34.89750,134.59531,228
JA/HG-280,Katayama,34.87270,134.56059,227
JA/HG-281,Shibayama,35.66270,134.69090,223
JA/HG-282,Kyonou,34.84890,134.86670,220
JA/HG-283,Iimoriyama,34.80530,134.84891,216
JA/HG-284,Kyoumiyama,34.81740,134.61670,215
JA/HG-285,Touyama,34.85610,134.63499,213
JA/HG-286,Ozaki,34.74790,134.42191,209
JA/HG-287,Momitori,34.83520,134.65160,200
JA/HG-288,JA/HG-288,35.63140,134.43730,190
JA/HG-289,Jinjyuzan,34.80630,134.71069,174
JA/HG-290,Minamiyama,34.80530,134.73970,166
JA/HG-291,Tsuiyama,35.65350,134.83411,159
JA/HG-292,Umayama,34.85100,134.59869,174
JA/HS-001,Osorakanzan,34.59550,132.12970,1346
JA/HS-002,Kanmuriyama,34.46870,132.07610,1339
JA/HS-003,Jippouzan,34.56500,132.14220,1328
JA/HS-004,Hibayama (Tateeboshiyama),35.05190,133.06551,1299
JA/HS-005,Dougoyama,35.06950,133.23289,1271
JA/HS-006,Sarumasayama,35.08130,132.96780,1268
JA/HS-007,Kenashiyama (Fukudagashira),35.01330,133.04781,1253
JA/HS-008,Azumayama,35.06830,133.03310,1238
JA/HS-009,Garyuuzan,34.69010,132.19679,1223
JA/HS-010,Ooyorogiyama,35.08760,132.85451,1218
JA/HS-011,Asayama,34.78590,132.38139,1218
JA/HS-012,Nekoyama,35.02920,133.19611,1195
JA/HS-013,JA/HS-013,34.61920,132.12320,1190
JA/HS-014,Shinnyuuzan,34.64990,132.20680,1153
JA/HS-015,Iradaniyama,35.08080,133.08060,1149
JA/HS-016,Kannon,34.53280,132.17610,1135
JA/HS-017,Hijiriyama,34.63950,132.14650,1113
JA/HS-018,Obara,34.99170,133.08929,1076
JA/HS-019,Near Shiratakiyama,34.98350,133.18781,1073
JA/HS-020,Komuroi,34.49670,132.18350,1072
JA/HS-021,Itajikimine,34.44040,132.14540,1071
JA/HS-022,Oosayama,34.74770,132.20129,1069
JA/HS-023,Shibaki,34.62800,132.20779,1066
JA/HS-024,Oomineyama,34.41570,132.21690,1050
JA/HS-025,Yubitanioku,35.04690,132.83569,1048
JA/HS-026,Ooigatsujiyama,34.97340,133.26520,1040
JA/HS-027,Onigajyoyama,34.40980,132.07150,1031
JA/HS-028,Kuroishiyama,35.06040,132.99561,1022
JA/HS-029,Kumayama,34.98200,132.92300,1019
JA/HS-030,Oohirasan,34.62610,132.24969,1015
JA/HS-031,Kanmuriyama,34.47670,132.21339,1004
JA/HS-032,Kanmuriyama,34.77700,132.29871,1003
JA/HS-033,JA/HS-033,34.72070,132.40559,1002
JA/HS-034,Oozueyama,34.76430,132.22610,997
JA/HS-035,Tougouzan,34.47580,132.30750,977
JA/HS-036,Tenjyouzan,34.54050,132.28140,972
JA/HS-037,Yokoyama,34.74980,132.39990,966
JA/HS-038,Shiidaniyama,34.69140,132.40421,954
JA/HS-039,Himizuyama,34.43760,132.17290,948
JA/HS-040,Katsukouzan,34.94980,133.02330,947
JA/HS-041,Imagushiyama,34.96020,133.05980,947
JA/HS-042,Funayama,35.00450,132.83650,940
JA/HS-043,Ryuzuyama,34.66530,132.43280,928
JA/HS-044,Sougahaka,34.68170,132.35339,924
JA/HS-045,Takanosuzan,34.56600,132.74600,922
JA/HS-046,Ikenokusa,34.45670,132.25470,907
JA/HS-047,JA/HS-047,34.50800,132.24091,906
JA/HS-048,Tsuchiuchi,35.02240,132.80051,905
JA/HS-049,Kijinomeyama,34.77950,132.53709,897
JA/HS-050,Obara,34.72470,132.36349,890
JA/HS-051,Ongamiyama,34.84950,133.15089,889
JA/HS-052,Shirakiyama,34.52130,132.57539,889
JA/HS-053,Kaikenzan,34.61360,132.48380,870
JA/HS-054,Doutokoyama,34.57830,132.49510,860
JA/HS-055,Takagure,34.99130,132.76700,858
JA/HS-056,Ishibotoke,34.73440,132.25729,849
JA/HS-057,Kanmuriyama,34.91250,132.79800,844
JA/HS-058,Tubakurodake,34.69230,132.43790,843
JA/HS-059,JA/HS-059,34.67050,132.47079,840
JA/HS-060,Norosan (Zendanayama),34.26230,132.66620,839
JA/HS-061,Hoshinokoyama,34.74820,133.22169,834
JA/HS-062,Mengameyama,34.94810,132.72050,830
JA/HS-063,Kanbikizan,34.79350,132.45650,826
JA/HS-064,JA/HS-064,34.66090,132.45480,820
JA/HS-065,Oogureyama,34.93950,132.79350,820
JA/HS-066,Oohina,34.92120,133.19810,818
JA/HS-067,Shoukyouzan,34.59540,132.26680,817
JA/HS-068,Oohi,34.60670,132.52451,816
JA/HS-069,Karashiroyama,34.79600,132.50481,814
JA/HS-070,Ichinotani,35.00950,133.16789,813
JA/HS-071,Ooguromeyama,34.86640,133.09351,802
JA/HS-072,Ooduchiyama,34.63930,132.78090,800
JA/HS-073,Sarumamiyama,34.65240,132.49080,796
JA/HS-074,Minamihimizu,34.40820,132.16600,794
JA/HS-075,Inubushiyama,34.80610,132.61459,791
JA/HS-076,Bizenbouzan,34.58180,132.53751,789
JA/HS-077,JA/HS-077,34.93910,132.96500,780
JA/HS-078,Oomarumine,34.61220,132.37180,778
JA/HS-079,Kanazaka,34.95670,132.97310,775
JA/HS-080,Toribukuroyama,34.94080,132.89059,771
JA/HS-081,JA/HS-081,34.91990,133.21809,770
JA/HS-082,Ryuuouzan,34.75260,133.16580,768
JA/HS-083,JA/HS-083,34.49090,132.61211,763
JA/HS-084,Itanabeyama,34.54870,132.82570,757
JA/HS-085,Tenjindake,34.58530,132.85780,757
JA/HS-086,Kakeisan,34.74650,132.46680,752
JA/HS-087,Senyouzan,34.74260,133.30420,742
JA/HS-088,Dakeyama,34.64890,133.15680,741
JA/HS-089,Doutokoyama,34.62350,132.57510,740
JA/HS-090,Kinmyouzan,34.52340,132.68530,740
JA/HS-091,Haigamine,34.27000,132.59340,737
JA/HS-092,Nishigahara,34.56660,132.78450,734
JA/HS-093,Azumayama,34.92810,132.85730,731
JA/HS-094,Norosan (Danharayama),34.50880,132.71851,731
JA/HS-095,JA/HS-095,34.39710,132.28329,730
JA/HS-096,JA/HS-096,34.68320,133.17261,729
JA/HS-097,Saruhikoyama,34.57610,132.30969,721
JA/HS-098,Kotasan,34.35180,132.64130,719
JA/HS-099,Kashiragatsukoyama,34.72150,132.59320,717
JA/HS-100,JA/HS-100,34.50500,132.34180,712
JA/HS-101,Madogayama,34.43960,132.33630,711
JA/HS-102,Hokotoriyama,34.39150,132.59850,711
JA/HS-103,Near Hanganyama,34.91090,132.82210,708
JA/HS-104,Near Tsuzurayama,34.69280,132.60899,708
JA/HS-105,Hinoyama,34.73530,132.48700,702
JA/HS-106,Mikuradake,34.31710,132.14799,702
JA/HS-107,Uneyama,34.55130,133.07350,699
JA/HS-108,Gongenyama,34.34270,132.23779,699
JA/HS-109,JA/HS-109,34.50200,132.32629,695
JA/HS-110,Takiyama,34.58220,132.39650,692
JA/HS-111,Ryuuouzan,34.79710,133.18730,692
JA/HS-112,Ushizuyama,34.57020,132.42329,689
JA/HS-113,Kamikatsunariyama,34.34830,132.18600,684
JA/HS-114,Gosasouzan,34.42290,132.54781,682
JA/HS-115,JA/HS-115,34.57930,132.87781,666
JA/HS-116,Ryuuousan,34.45580,133.08340,665
JA/HS-117,JA/HS-117,34.52830,132.36920,663
JA/HS-118,Yonamiyama,34.77600,133.33020,661
JA/HS-119,Mizumaruyama,34.41380,132.64680,660
JA/HS-120,Bunzouyama,34.75570,132.51880,656
JA/HS-121,Soumori,34.72530,132.54179,654
JA/HS-122,Kasayama,34.28240,132.20731,650
JA/HS-123,Zushiyama,34.66860,133.03371,648
JA/HS-124,Takanosuyama,34.41490,132.26930,647
JA/HS-125,Okadayama,34.69970,132.93230,640
JA/HS-126,JA/HS-126,34.46840,132.36440,640
JA/HS-127,Niiyama,34.60210,133.06090,635
JA/HS-128,Ojikayama,34.65750,133.08389,634
JA/HS-129,Arataniyama,34.49380,132.42320,631
JA/HS-130,JA/HS-130,34.47400,132.71069,630
JA/HS-131,Ichikawamura,34.56650,132.63420,629
JA/HS-132,Kawanishi,34.90490,133.05730,621
JA/HS-133,Arataniyama,34.59960,132.66679,620
JA/HS-134,Iwakurayama,34.87860,132.76180,617
JA/HS-135,Kakogawa,34.45600,132.59850,612
JA/HS-136,Oominesan (Takahaneyama),34.45340,133.04939,610
JA/HS-137,Hayakaze,34.85360,133.27699,606
JA/HS-138,JA/HS-138,34.51820,132.86090,604
JA/HS-139,Kyoukoyasan,34.28710,132.24361,596
JA/HS-140,Tokitoritouge,34.74920,132.63660,596
JA/HS-141,Egezan,34.31910,132.53970,593
JA/HS-142,Abusan,34.49290,132.48711,586
JA/HS-143,Hatayama,34.69560,132.88390,583
JA/HS-144,Mitsukawa,34.58390,133.11099,578
JA/HS-145,Uga,34.71660,133.03740,575
JA/HS-146,Ryuuouzan,34.45720,132.74170,575
JA/HS-147,Nihongamine,34.48740,132.88429,574
JA/HS-148,JA/HS-148,34.55260,132.99271,571
JA/HS-149,JA/HS-149,34.58390,132.59360,565
JA/HS-150,Kaminokurayama,34.57490,132.68860,561
JA/HS-151,JA/HS-151,34.79180,132.65559,560
JA/HS-152,JA/HS-152,34.57860,133.14751,560
JA/HS-153,Ishidakeyama,34.32700,132.61310,559
JA/HS-154,Yokokabura,34.30960,132.20900,555
JA/HS-155,Kazakoshiyama,34.70020,132.68250,555
JA/HS-156,Horayama,34.37360,132.78600,544
JA/HS-157,Notoroyama,34.21620,132.41760,542
JA/HS-158,JA/HS-158,34.60260,133.10190,541
JA/HS-159,Togiishiyama,34.65900,132.56059,540
JA/HS-160,Misen,34.27960,132.31960,535
JA/HS-161,JA/HS-161,34.47410,132.77271,530
JA/HS-162,Wagi,34.49380,132.92261,526
JA/HS-163,Mizukoshiyama,34.52990,132.45621,526
JA/HS-164,Matsukoyama,34.42740,132.78461,524
JA/HS-165,Kurubi,34.72000,132.87050,522
JA/HS-166,Takamurayama,34.46000,132.87440,522
JA/HS-167,JA/HS-167,34.44830,132.61259,514
JA/HS-168,JA/HS-168,34.88490,132.72391,511
JA/HS-169,Kitsunedukayama,34.88940,132.86160,507
JA/HS-170,JA/HS-170,34.27070,132.31160,502
JA/HS-171,Fukuoujiyama,34.54230,132.49130,500
JA/HS-172,Yasumiyama,34.22730,132.57629,497
JA/HS-173,Gakeurayama,34.10310,132.47099,491
JA/HS-174,Takataniyama,34.79430,132.82040,491
JA/HS-175,Hiyama,34.45410,132.43370,488
JA/HS-176,Gongensan,34.51410,132.44630,488
JA/HS-177,Menzan,34.79720,132.72729,486
JA/HS-178,Ougiyama,34.48880,132.66409,485
JA/HS-179,Futatsugajyouzan,34.44710,132.52049,483
JA/HS-180,Nishiyama,34.52130,132.47890,475
JA/HS-181,Kannonyama,34.26770,133.08020,472
JA/HS-182,Takanosu,34.82430,132.89771,461
JA/HS-183,Kushinoune,34.15630,132.39600,460
JA/HS-184,Near Ushirohiyama,34.11640,132.51849,460
JA/HS-185,Iwafunedake,34.25250,132.29201,460
JA/HS-186,Nanakunimiyama,34.18160,132.72771,457
JA/HS-187,Kifuneyama,34.87140,132.92340,454
JA/HS-188,Asahiyama,34.35380,132.88820,454
JA/HS-189,Notoroyama,34.49530,132.45210,453
JA/HS-190,Kannomineyama,34.22640,132.90590,452
JA/HS-191,Ippoujisan,34.17200,132.84860,449
JA/HS-192,Tsunami,34.58040,132.32961,446
