SummitCode,SummitName,Latitude,Longitude,AltM
JA/SO-038,Tougasayama,34.87890,139.03250,1197
JA/SO-039,Oosawayama,35.21420,137.91029,1168
JA/SO-040,Takadokkyou,35.17850,138.43800,1134
JA/SO-041,JA/SO-041,35.06130,138.14990,1110
JA/SO-042,Kashiyama,35.04350,137.81340,1059
JA/SO-043,Ryuusouzan,35.08830,138.40350,1051
JA/SO-044,JA/SO-044,35.01320,137.77220,1050
JA/SO-045,Mitsukiyama,35.15980,138.34850,1047
JA/SO-046,Ootanayama,35.09100,138.30611,1035
JA/SO-047,Nekkodake,34.85780,138.86369,1035
JA/SO-048,Tossakiyama,35.07840,138.27660,1022
JA/SO-049,JA/SO-049,34.99590,138.03160,1009
JA/SO-050,Chyoukurouyama,34.78840,138.86800,996
JA/SO-051,Darumayama,34.95500,138.83910,982
JA/SO-052,JA/SO-052,35.13310,137.82690,956
JA/SO-053,Heijinodan,35.17750,138.47800,940
JA/SO-054,Dainichisan,34.93830,138.00600,881
JA/SO-055,Takanesan,34.97980,138.18300,871
JA/SO-056,Kashiyama,35.02260,138.18750,869
JA/SO-057,Houkigiyama,34.98160,137.74969,841
JA/SO-058,JA/SO-058,35.00940,138.20090,834
JA/SO-059,Hakkousan,34.90740,138.05659,832
JA/SO-060,JA/SO-060,35.11830,137.83940,810
JA/SO-061,Kurotake,35.08170,139.02811,798
JA/SO-062,JA/SO-062,34.93440,138.02180,786
JA/SO-063,Tenshiko,35.29330,138.51720,731
JA/SO-064,JA/SO-064,34.96460,138.11659,720
JA/SO-065,Takayama,35.05110,138.31779,717
JA/SO-066,Wotoyama,34.95610,137.76480,714
JA/SO-067,JA/SO-067,35.00350,137.70090,710
JA/SO-068,Hamaishidake,35.12010,138.53349,707
JA/SO-069,Kasabutayama,34.81730,138.79430,703
JA/SO-070,Bodaisan,34.94150,138.16020,691
JA/SO-071,Kasahariyama,34.95390,138.18300,690
JA/SO-072,Yumiharisan,34.93290,137.65080,679
JA/SO-073,Oohira,35.06720,137.85530,679
JA/SO-074,Kyoudukayama,34.88190,138.07800,670
JA/SO-075,Takatsukayama,34.97810,137.94591,660
JA/SO-076,Shinmeiyama,34.94720,137.74660,658
JA/SO-077,Komohariyama,34.91570,137.97771,629
JA/SO-078,Tenshiyama (Tensyuyama),34.92790,138.96449,608
JA/SO-079,Basarayama,34.73780,138.85930,608
JA/SO-080,Near Oohirayama,35.14460,138.58929,598
JA/SO-081,Dakeyama,34.85770,138.06790,585
JA/SO-082,Oomuroyama,34.90310,139.09460,580
JA/SO-083,JA/SO-083,34.89730,137.92081,580
JA/SO-084,Kannonyama,34.90000,137.74451,575
JA/SO-085,JA/SO-085,35.00470,138.25830,570
JA/SO-086,Takayama,34.89380,138.12990,569
JA/SO-087,Shiratoriyama,35.20770,138.53310,567
JA/SO-088,Uchiboson5,35.16140,138.55380,564
JA/SO-089,Tonmakuyama,34.84960,137.58720,563
JA/SO-090,Dairabou,34.99220,138.27251,561
JA/SO-091,JA/SO-091,34.92700,137.85831,552
JA/SO-092,Mabuishi,34.70350,138.85519,545
JA/SO-093,Daisyouyama,34.79660,138.81709,545
JA/SO-094,JA/SO-094,35.05980,137.74541,544
JA/SO-095,Kurasawayama,34.71340,138.78320,520
JA/SO-096,Sengenyama,34.88130,137.62410,519
JA/SO-097,Takatoriyama,34.70700,138.75191,519
JA/SO-098,Oowadamura,34.86420,138.00520,508
JA/SO-099,Takaneyama,35.09300,138.50340,504
JA/SO-100,Takakusayama,34.90530,138.31931,503
JA/SO-101,Chibasan,34.89240,138.15891,496
JA/SO-102,Tadamasawayama,35.01730,138.29800,494
JA/SO-103,Uzutanimura,34.95320,138.30099,482
JA/SO-104,Manganhou,34.92270,138.32620,470
JA/SO-105,Mitakeyama,34.85280,137.69099,467
JA/SO-106,Hiraoyama,34.82680,137.49789,464
JA/SO-107,Sakagawamura,34.74570,138.95920,459
JA/SO-108,Katsuragiyama,35.01180,138.92030,452
JA/SO-109,Near Kawashimo,34.94690,137.87289,450
JA/SO-110,Hatorimura,35.00620,138.33870,435
JA/SO-111,Jyougamine,34.82280,137.60870,433
JA/SO-112,Kiriyama,34.87770,137.69141,430
JA/SO-113,Kanayama,34.84740,137.54691,424
JA/SO-114,Eboshigatayama,34.91140,138.21280,393
JA/SO-115,Washizusan,35.05940,138.89391,392
JA/SO-116,Bontenyama,34.96200,138.34081,370
JA/SO-117,Ryugashisan,34.84950,137.65480,360
JA/SO-118,Takanesan,34.70270,138.95520,344
JA/SO-119,JA/SO-119,34.63510,138.83800,309
JA/SO-120,Udoyama,34.97310,138.46970,307
JA/SO-121,Imayama,34.81900,138.75909,303
JA/SO-122,Oozutsumiyama,35.03610,138.91220,273
JA/SO-123,Oosawadake,35.44940,138.12030,2820
JA/SO-124,Near Kakamoryama,35.34720,138.06129,2430
JA/SO-125,JA/SO-125,35.38370,138.17450,2423
JA/SO-126,Aonagiyama,35.36980,138.22870,2406
JA/SO-127,Gachiyama,35.28490,138.04269,2149
JA/SO-128,Kudarijyumai,35.24350,138.38580,1732
JA/SO-129,Near Hagetouge,35.24070,138.21741,1712
JA/SO-130,Torimoriyama,35.42050,138.20711,1571
JA/SO-131,Hachonodan,35.13740,138.05730,1562
JA/SO-132,Kyomaruyama,35.09600,137.96590,1469
JA/SO-133,Jyokoujiyama,35.15810,137.91460,1438
JA/SO-134,Mitsumori,35.10590,137.94250,1436
JA/SO-135,Sawaguchiyama,35.15640,138.10750,1425
JA/SO-136,Near Oofudayama,35.10510,138.05901,1380
JA/SO-137,Aonagi,35.20170,137.90610,1169
JA/SO-138,JA/SO-138,35.09180,138.28979,1036
JA/SO-139,Konnoyama,34.88450,138.84030,933
JA/SO-140,Yadakeyama,35.12120,137.81390,926
JA/SO-141,Hasakayama,34.99090,137.81570,775
JA/SO-142,Kokawachimura1,35.14590,138.50600,618
JA/SO-143,Near oobirayama,34.97170,139.06020,592
JA/SO-144,Kawachimura3,35.13090,138.42540,563
JA/SO-145,Sanmaruyama,34.92800,137.92461,548
JA/SO-146,Sengenyama,35.08000,137.84790,540
JA/SO-147,JA/SO-147,35.12930,138.48940,531
JA/SO-148,JA/SO-148,35.13790,138.14999,520
JA/SO-149,Shigehatamura,35.09190,138.47990,415
JA/SO-150,JA/SO-150,34.92450,137.82330,399
JA/SO-151,Iwachimura,34.73210,138.76961,358
JA/SO-152,Ichinosemura,34.67730,138.81030,352
JA/SO-153,Komuroyama,34.93960,139.13139,321
JA/SO-154,JA/SO-154,34.73330,138.00549,265
JA/SO-155,Kyozukayama,34.88580,138.22279,245
JA/SO-156,Otokoyama,35.04640,138.92580,207
JA/SO-157,Ushioyama,34.89650,138.26790,204
JA/SO-158,JA/SO-158,34.65530,138.89760,200
JA/SO-159,Kanukiyama,35.09230,138.87759,193
JA/SO-160,Koumoridake,35.55690,138.20731,2865
JA/SO-161,Yahazuyama,34.89480,139.05730,816
JA/ST-001,Sanpouzan,35.91760,138.72771,2483
JA/ST-002,Ryoukamisan,36.02340,138.84129,1723
JA/ST-003,JA/ST-003,36.01680,138.74921,1659
JA/ST-004,Bukousan,35.95160,139.09760,1304
JA/ST-005,Oomochiyama,35.92850,139.10049,1294
JA/ST-006,Futagoyama,36.06960,138.86369,1166
JA/ST-007,Ootsuka(Nagakubonoatama),36.09160,138.91240,1066
JA/ST-008,Takegawadake,35.93690,139.13020,1052
JA/ST-009,Jominesan,36.09760,139.00771,1038
JA/ST-010,Shiroishiyama,36.04940,138.91701,997
JA/ST-011,Takenokayayama,36.10190,138.95050,978
JA/ST-012,Maruyama,35.98860,139.15961,960
JA/ST-013,Izugatake,35.92690,139.16071,851
JA/ST-014,Oogiriyama,36.03450,139.15620,767
JA/ST-015,Atagoyama (Nenogongen),35.90710,139.18520,660
JA/ST-016,Shibaharayama,35.97610,138.99310,644
JA/ST-017,Minoyama,36.05780,139.11270,590
JA/ST-018,Fudousan,36.13780,139.09550,549
JA/ST-019,Hodosan,36.09310,139.09151,497
JA/ST-020,Raidenyama,36.01700,139.25000,418
JA/ST-021,Sengenyama,36.04170,139.27110,299
JA/ST-022,Ryuubamiyama,35.85490,138.87230,2012
JA/ST-023,Akazawayama,35.96060,138.77451,1819
JA/ST-024,Kannonyama,36.04400,138.95660,698
JA/ST-025,Oomaeyama,36.07470,139.04510,653
JA/ST-026,Tenguyama,36.07385,139.04320,657
JA/TG-001,Shiranesan,36.79860,139.37590,2578
JA/TG-002,Nantaisan,36.76510,139.49080,2486
JA/TG-003,Nyohousan,36.81150,139.53650,2483
JA/TG-004,Suzugatake,36.77360,139.35300,2388
JA/TG-005,Nyohousan (Oomanagosan),36.79530,139.50710,2375
JA/TG-006,Tarousan,36.81790,139.48280,2368
JA/TG-007,Yusengatake,36.82450,139.40379,2333
JA/TG-008,Kuroiwayama,36.90870,139.39349,2163
JA/TG-009,Sukaisan,36.68990,139.33701,2144
JA/TG-010,Daikuratakayama,36.94500,139.44099,2067
JA/TG-011,Taishakuzan,36.96980,139.46001,2060
JA/TG-012,Mitsumatayama,36.72460,139.36690,1980
JA/TG-013,Kurobidake,36.72430,139.41170,1976
JA/TG-014,Mitake,36.81120,139.44000,1945
JA/TG-015,Sanbonyaridake,37.15020,139.96130,1917
JA/TG-016,Nasudake (Chausudake),37.12480,139.96310,1915
JA/TG-017,Oosabiyama,37.06350,139.84450,1908
JA/TG-018,Hirugatake,37.03880,139.79289,1849
JA/TG-019,Takaharayama (Shakagadake),36.90000,139.77670,1795
JA/TG-020,Hangetsusan,36.71070,139.47580,1753
JA/TG-021,JA/TG-021,36.92740,139.78760,1700
JA/TG-022,Takayama,36.76040,139.43040,1668
JA/TG-023,Myoujingatake,36.92940,139.59990,1595
JA/TG-024,Arakaizan (Taroudake),37.03600,139.64380,1581
JA/TG-025,Yuuhidake,36.68980,139.53300,1526
JA/TG-026,Uemidake,37.11790,139.81599,1501
JA/TG-027,Kenzaki,37.11290,139.84019,1487
JA/TG-028,JA/TG-028,37.02410,139.75560,1463
JA/TG-029,Takakurayamahonpou,36.91970,139.57660,1460
JA/TG-030,Gakeyu,37.01480,139.58170,1399
JA/TG-031,Yatarouyama,36.99500,139.83211,1392
JA/TG-032,Housaisan,36.63120,139.50841,1388
JA/TG-033,Mochimaruyama,36.97310,139.64230,1366
JA/TG-034,Shibakusayama,37.02050,139.67970,1342
JA/TG-035,Meotoyama,36.85720,139.64059,1342
JA/TG-036,Miyoriyama,36.98600,139.72881,1305
JA/TG-037,Oozasayama,36.85270,139.61870,1297
JA/TG-038,Gassan,36.84590,139.65939,1287
JA/TG-039,Ookidoyama,36.71190,139.55450,1287
JA/TG-040,Bizentateyama,36.65580,139.42720,1272
JA/TG-041,Tazou,36.92300,139.64529,1220
JA/TG-042,Ooami,36.98290,139.85530,1213
JA/TG-043,Nemotoyama,36.54970,139.45100,1199
JA/TG-044,Toriya,36.90340,139.66051,1178
JA/TG-045,Daihyuugasan,36.87240,139.66110,1177
JA/TG-046,Koyasudo,36.83000,139.63310,1134
JA/TG-047,Katsurousan,36.92110,139.67529,1124
JA/TG-048,Nakimushiyama,36.73040,139.59641,1104
JA/TG-049,JA/TG-049,36.70250,139.57410,1101
JA/TG-050,Near Keimeizan,36.68130,139.64410,970
JA/TG-051,Oozasa,36.83320,139.69290,964
JA/TG-052,Odeyama,36.55510,139.52029,933
JA/TG-053,JA/TG-053,36.71940,139.61681,892
JA/TG-054,Kamiterashima,36.83930,139.79340,892
JA/TG-055,Ootoyasan(Ooshio),36.62470,139.59470,811
JA/TG-056,Sasamekurayama,36.65610,139.64120,800
JA/TG-057,JA/TG-057,36.63220,139.64571,777
JA/TG-058,Yagurasan,36.55750,139.54480,747
JA/TG-059,Nakimushiyama,36.61170,139.62390,725
JA/TG-060,Takenoyama,36.48750,139.51260,704
JA/TG-061,Hanantoyama,36.55180,139.59360,672
JA/TG-062,Niwatoridake,36.79800,139.76370,668
JA/TG-063,Senningatake,36.43670,139.40089,663
JA/TG-064,Mitsuminesan,36.46120,139.62109,605
JA/TG-065,Yagurasan,36.48620,139.64281,599
JA/TG-066,Near Matsutake,36.78970,139.82401,599
JA/TG-067,Kogashiyama,36.62170,139.77150,583
JA/TG-068,Futamatayama,36.58400,139.68250,570
JA/TG-069,Motoyama,36.68920,139.83540,562
JA/TG-070,Kamadokurayama,36.60830,139.68710,557
JA/TG-071,Amamakisan,36.41720,140.14281,533
JA/TG-072,Shinkouzan,36.40850,139.41270,506
JA/TG-073,Takakurayama,36.80470,140.19580,502
JA/TG-074,Kurakakesan,36.64070,139.78990,492
JA/TG-075,Sekisonsan,36.75640,139.83620,481
JA/TG-076,Tugeshiyama,36.61750,139.71680,473
JA/TG-077,Hagurosan,36.70830,139.88060,470
JA/TG-078,Houraisan,36.44590,139.63170,467
JA/TG-079,Shiroyama,36.67050,139.72771,443
JA/TG-080,Gyoudouzan,36.37750,139.43730,443
JA/TG-081,JA/TG-081,36.41030,139.45700,438
JA/TG-082,Teruishisan,36.36030,139.67540,419
JA/TG-083,JA/TG-083,36.40920,139.64250,390
JA/TG-084,Komanakosan,36.80730,139.51089,2323
JA/TG-085,Sannouboushisan,36.81800,139.46300,2077
JA/TG-086,Orokurayama,36.82700,139.44769,2020
JA/TG-087,Kesamaruyama,36.64940,139.32750,1961
JA/TG-088,Kumanosawayama,36.84460,139.47670,1798
JA/TG-089,Chojyadake,37.03130,139.82530,1640
JA/TG-090,Nishibotchi,37.11010,139.91879,1410
JA/TG-091,Horanokai,37.08400,139.87460,1407
JA/TG-092,JA/TG-092,37.10750,139.88721,1357
JA/TG-093,Hinatakurayama,37.00370,139.64841,1342
JA/TG-094,Jizoudake,36.60880,139.46530,1274
JA/TG-095,Hizurayama,37.00830,139.79230,1201
JA/TG-096,Fujiyama,36.95330,139.78860,1184
JA/TG-097,Wakamiyama,37.00120,139.77390,1126
JA/TG-098,Tokuriyama,36.98210,139.60890,1107
JA/TG-099,Ootakiyama,36.62340,139.55321,1070
JA/TG-100,Nimaibashi,36.87390,139.71320,951
JA/TG-101,Kasamatsu,36.84690,139.75639,903
JA/TG-102,Gassan,36.60090,139.58040,890
JA/TG-103,JA/TG-103,36.82300,139.74960,770
JA/TG-104,Takayasan,36.52600,139.57430,602
JA/TG-105,Bisyamonyama,36.75300,139.69009,586
JA/TG-106,Tokanoyama,36.48270,139.55321,530
JA/TG-107,Koteyasan,36.84620,140.16220,512
JA/TG-108,Hanzouyama,36.65720,139.81779,502
JA/TG-109,Toramiyama,36.69180,139.78580,445
JA/TG-110,Tagesan,36.60510,139.80380,376
JA/TG-111,Sannousan,36.38740,139.50340,363
JA/TG-112,Near Umasaka,36.76340,140.21021,350
JA/TG-113,Suwadake,36.37410,139.61740,324
JA/TG-114,Mikamoyama,36.31600,139.62920,229
JA/TG-115,Takaseyama,36.95540,139.66541,1277
JA/TG-116,JA/TG-116,36.66400,139.58791,954
JA/TG-117,Tenkyuyama(Tenkiyama),36.63470,139.64290,786
JA/TG-118,Takousan,36.45470,139.44411,608
JA/TG-119,Oosawayama,36.53470,139.70821,328
JA/TG-120,Daisyouyama(Myougisan),36.33350,139.51711,314
JA/TK-001,Kumotoriyama,35.85550,138.94380,2017
JA/TK-002,Imokinodokke,35.87410,138.95430,1946
JA/TK-003,Takanosuyama,35.82990,139.01230,1737
JA/TK-004,Toridaniyama,35.89710,139.01019,1718
JA/TK-005,Mitousan,35.73900,139.01370,1531
JA/TK-006,Gozenyama,35.77010,139.08070,1405
JA/TK-007,Oodakesan,35.76520,139.13040,1267
JA/TK-008,Honitayama,35.83000,139.10190,1225
JA/TK-009,South Iwo Jima,24.23390,141.46359,916
JA/TK-010,Nishiyama  (Hachijoufuji),33.13700,139.76610,854
JA/TK-011,Oyama,33.87440,139.60181,851
JA/TK-012,Usugiyama,35.70650,139.16541,842
JA/TK-013,Sakakigamine  (North Iwo Jima),25.42770,141.28120,792
JA/TK-014,Oyama,34.09350,139.52600,775
JA/TK-015,Miharashinsan,34.72440,139.39450,758
JA/TK-016,Miharayama,33.09210,139.81219,701
JA/TK-017,Taiheizan,33.12560,139.68829,617
JA/TK-018,Tenjosan,34.21950,139.15320,572
JA/TK-019,Miyatsukesan,34.52040,139.27930,508
JA/TK-020,Chibusayama,26.65960,142.16150,463
JA/TK-021,Miyatsukesan  (Niijima),34.39690,139.27020,432
JA/TK-022,Otonbu,32.45850,139.75929,423
JA/TK-023,Iozan,30.48380,140.30299,394
JA/TK-024,Chuouzan  (Chichijima),27.07330,142.21870,320
JA/TK-025,Omine,34.34960,139.26930,301
JA/TK-026,Mikaeyama,27.11240,142.21310,254
JA/TK-027,Sokuryougatake,27.15660,142.19020,235
JA/TK-028,Imotojima,26.55870,142.20920,216
JA/TK-029,Udoneshima,34.47280,139.29370,209
JA/TK-030,(Ogasawara Is.),27.09880,142.18800,204
JA/TK-031,Suribachiyama (Paipuyama),24.75050,141.28920,169
JA/TK-032,Tensosan,35.86450,138.98990,1723
JA/TK-033,Kawanoriyama,35.85080,139.10690,1363
JA/TK-034,Toyama,35.74240,139.03481,1302
JA/TK-035,Raidenyama,35.81550,139.21519,494
JA/TK-036,Niijimayama,34.41670,139.28371,231
JA/TK-037,Hikagehondayama,35.71250,139.19060,629
JA/TT-001,Daisen (Kengamine),35.37120,133.54630,1729
JA/TT-002,Tousen,35.29230,134.38300,1388
JA/TT-003,Yahazugasen,35.38670,133.58090,1358
JA/TT-004,Okinoyama,35.24810,134.35680,1318
JA/TT-005,Ouginosen,35.43980,134.44090,1310
JA/TT-006,Kuramasu,35.25970,134.43550,1282
JA/TT-007,Mikunigasen Hokurei,35.35700,134.01950,1252
JA/TT-008,Jinpachiyama,35.37540,134.45770,1207
JA/TT-009,Takahachiyama,35.36030,134.05110,1203
JA/TT-010,Inazumiyama,35.10350,133.22800,1143
JA/TT-011,Sentsuuzan,35.15590,133.17860,1142
JA/TT-012,Ookurayama,35.13370,133.35519,1112
JA/TT-013,Madoyama,35.11680,133.16240,1076
JA/TT-014,Kirinzan,35.13200,133.28050,1031
JA/TT-015,Houbutsuzan,35.22980,133.47009,1005
JA/TT-016,Mikuniyama,35.07370,133.13660,1004
JA/TT-017,Amagoyama,35.39190,133.98880,990
JA/TT-018,Honomisen,35.23920,134.26669,976
JA/TT-019,Jubouzan,35.42230,134.04430,921
JA/TT-020,Kagoyama,35.27940,134.18919,905
JA/TT-021,Kijiyama,35.32770,133.88860,875
JA/TT-022,Hitamura,35.22730,133.17239,847
JA/TT-023,Oosato,35.13040,133.19949,828
JA/TT-024,Fukuchi,35.41720,134.36020,801
JA/TT-025,Kaijyosantenboudai,35.27880,134.26120,790
JA/TT-026,Kofujiyama,35.42230,133.97270,769
JA/TT-027,Furutougeyama,35.27070,133.44460,767
JA/TT-028,Koreizan,35.43770,133.47929,751
JA/TT-029,Akinawa,35.20430,133.45940,750
JA/TT-030,Senzokusan,35.31430,134.21820,743
JA/TT-031,Kamakurayama,35.26330,133.36020,730
JA/TT-032,JA/TT-032,35.24000,133.39970,728
JA/TT-033,Kurosakamura,35.21940,133.36020,715
JA/TT-034,Takairiyama,35.25820,133.27310,706
JA/TT-035,JA/TT-035,35.25250,133.30180,670
JA/TT-036,Oogayasan,35.49180,134.37320,664
JA/TT-037,Rokuroudani,35.38950,134.34070,660
JA/TT-038,Nabeyama,35.42580,133.48779,604
JA/TT-039,Matano,35.26970,133.49760,551
JA/TT-040,JA/TT-040,35.47790,134.35049,535
JA/TT-041,Bessyo,35.42860,133.90891,518
JA/TT-042,Hachibuseyama,35.45600,133.94800,514
JA/TT-043,Matsukami,35.42020,134.12250,507
JA/TT-044,Higashinagatamura,35.30830,133.38080,480
JA/TT-045,JA/TT-045,35.34680,134.18510,400
JA/TT-046,Tateiwayama,35.54470,134.30690,394
JA/TT-047,Manisan,35.53250,134.27010,357
JA/TT-048,Sorayama,35.42850,134.24280,340
JA/TT-049,Yougaisan,35.35480,133.34830,332
JA/TT-050,Shichisan,35.56700,134.28270,314
JA/TT-051,Yougaisan,35.38190,133.31940,281
JA/TT-052,Karasugasen,35.35580,133.57040,1448
JA/TT-053,Wakasugiyama,35.28170,133.83760,1021
JA/TT-054,Dakedan,35.39830,134.37560,818
JA/TT-055,Nodayama,35.15010,133.23340,811
JA/TT-056,Kamishiroyama,35.24490,133.37489,734
JA/TT-057,JA/TT-057,35.33380,133.81979,705
JA/TT-058,JA/TT-058,35.25570,133.32240,674
JA/TT-059,JA/TT-059,35.25990,133.42461,670
JA/TT-060,Arimitsu,35.30390,134.23891,666
JA/TT-061,Oonaruyama,35.32900,134.22031,648
JA/TT-062,Sasutoyama,35.33130,133.45770,512
JA/TT-063,Motoyasan,35.54320,134.35699,328
JA/TT-064,JA/TT-064,35.52610,134.29340,240
JA/TT-065,Kiriyama,35.58590,134.31380,203
JA/TT-066,Ooyama,35.45220,133.82069,198
JA/TT-067,Mikanmuriyama,35.49030,133.90720,186
JA/TT-068,Oohirayama,35.46290,133.86349,191
JA/TY-001,Tateyama Oonanjiyama,36.57600,137.61980,3015
JA/TY-002,Tsurugidake,36.62330,137.61700,2999
JA/TY-003,Suishoudake (Kurodake),36.42640,137.60280,2986
JA/TY-004,Yakushidake,36.46880,137.54480,2926
JA/TY-005,Ryuuoudake,36.56470,137.60699,2872
JA/TY-006,Asahidake,36.75760,137.74580,2867
JA/TY-007,Harinokidake,36.53810,137.68440,2821
JA/TY-008,Karamatsudake,36.68720,137.75470,2696
JA/TY-009,Kitanomatadake (Kaminodake),36.42100,137.51221,2662
JA/TY-010,Washidake,36.54190,137.58701,2617
JA/TY-011,Okudainichidake,36.59830,137.58080,2611
JA/TY-012,Ecchuuzawadake,36.51510,137.58299,2591
JA/TY-013,Asahidake,36.82670,137.72990,2418
JA/TY-014,Kamatanyama,36.68960,137.58580,2415
JA/TY-015,Shirahageyama,36.65030,137.62070,2388
JA/TY-016,Kurobebetsusan,36.61180,137.66110,2353
JA/TY-017,Gakiyama,36.68110,137.71851,2128
JA/TY-018,Kuwasakiyama,36.53990,137.47800,2090
JA/TY-019,Sannabikiyama (Takikurayama),36.72390,137.61121,2029
JA/TY-020,Ecchuukomagatake,36.75190,137.58459,2003
JA/TY-021,Hyakukanyama,36.72590,137.67770,1970
JA/TY-022,Oogasayama,36.32050,136.78951,1822
JA/TY-023,Hachibuseyama,36.51460,137.42680,1782
JA/TY-024,Setodanyama,36.47080,137.40581,1699
JA/TY-025,Nishikasayama,36.48560,137.37740,1697
JA/TY-026,Kongoudouzan,36.37890,137.04890,1650
JA/TY-027,Hatsuyukiyama,36.89670,137.68770,1610
JA/TY-028,Daimonzan,36.36530,136.80370,1572
JA/TY-029,Mukaibira,36.35050,137.01559,1455
JA/TY-030,Sarugayama,36.40410,136.84331,1448
JA/TY-031,Ookurayama,36.69040,137.50681,1443
JA/TY-032,JA/TY-032,36.83160,137.64720,1397
JA/TY-033,Hakamakoshiyama,36.42790,136.87270,1165
JA/TY-034,Takashouzuyama,36.47740,136.94290,1145
JA/TY-035,JA/TY-035,36.46750,137.19580,1128
JA/TY-036,Takanbouyama,36.36360,136.84891,1120
JA/TY-037,Iritaniyama(Budouhara),36.44800,136.99860,1102
JA/TY-038,Takamine,36.49310,137.03909,1071
JA/TY-039,Nabetokoyama,36.43360,136.89040,1066
JA/TY-040,Miyobutsuyama,36.41520,136.95110,1031
JA/TY-041,Takatuboyama,36.41700,136.91660,1014
JA/TY-042,Mitsugamine,36.47320,137.05800,1012
JA/TY-043,Daimyoujinnyama(kitamine),36.48190,137.00729,1007
JA/TY-044,Kuwasaki,36.54120,137.03180,987
JA/TY-045,Nakao,36.43760,136.83389,980
JA/TY-046,Ootaninokashira,36.48340,137.21230,961
JA/TY-047,Iouzen (Okuiouzen),36.51280,136.79601,939
JA/TY-048,Hachimakiyama,36.51940,137.00861,863
JA/TY-049,Muneyama,36.50640,137.04601,854
JA/TY-050,Sodeyama,36.49350,137.07990,852
JA/TY-051,Haridedani,36.51380,137.20100,780
JA/TY-052,Osanami Gozenyama,36.54130,137.25600,754
JA/TY-053,Usunamiyama,36.51770,137.26601,754
JA/TY-054,Matsuneyama,36.61620,136.78349,308
JA/TY-055,Futagamiyama,36.79000,137.01530,274
JA/TY-056,Ikenotairayama,36.64140,137.62540,2561
JA/TY-057,Senninyama,36.63870,137.64500,2211
JA/TY-058,Sukenobeyama,36.49750,137.41170,1689
JA/TY-059,JA/TY-059,36.75780,137.61340,1391
JA/TY-060,Ootsujiyama,36.60240,137.45200,1361
JA/TY-061,Kobusugiyama,36.80110,137.63541,1353
JA/TY-062,Karahoriyama,36.44620,137.19569,1159
JA/TY-063,Koshikatayama,36.43540,136.92641,933
JA/TY-064,Shirokurayama,36.70280,137.47009,878
JA/TY-065,Koitoyama,36.53850,137.30600,780
JA/TY-066,Higashikanetsuriyama,36.74020,137.64900,759
JA/TY-067,Ootaniyama,36.88860,137.59210,558
JA/TY-068,Near Mujinamine,36.54530,137.10159,480
JA/TY-069,Inabayama,36.70640,136.86971,347
JA/WK-001,Ryuujindake,34.05880,135.57430,1382
JA/WK-002,Rokusen,33.99670,135.50681,1209
JA/WK-003,Nishimine,33.94580,135.90781,1123
JA/WK-004,Ootouzan,33.72690,135.71381,1122
JA/WK-005,Houshiyama,33.72600,135.66530,1121
JA/WK-006,Oomoriyama,33.90660,135.80840,1078
JA/WK-007,Kasatouyama,33.87550,135.56081,1050
JA/WK-008,Senjyodake,33.87210,135.61771,1027
JA/WK-009,Susukitouge,34.19080,135.59720,1012
JA/WK-010,Mitsugataki,34.14800,135.55530,972
JA/WK-011,Nodakehoushi,33.77990,135.68060,971
JA/WK-012,Tengudake,34.17860,135.51540,968
JA/WK-013,Ookumotoriyama,33.71490,135.86369,966
JA/WK-014,Shiramayama,34.01580,135.37219,957
JA/WK-015,Kebaraue,34.15050,135.48100,950
JA/WK-016,Takaoyama,33.84280,135.65190,944
JA/WK-017,Takaoyama,33.68710,135.65430,942
JA/WK-018,JA/WK-018,33.69930,135.89101,937
JA/WK-019,Kasatoumine,33.83270,135.67670,929
JA/WK-020,Ookamidawasan,33.81720,135.65350,928
JA/WK-021,Minamikatsuragisan,34.35710,135.53900,920
JA/WK-022,Nenjyudake,33.94450,135.54050,906
JA/WK-023,Nanakasumiyama,34.25790,135.67450,891
JA/WK-024,Seireisan,33.93620,135.39320,878
JA/WK-025,Akatsuchimoriyama,33.70030,135.62300,871
JA/WK-026,Dounarumiyama,34.11320,135.37469,870
JA/WK-027,Oishigamine,34.10510,135.33420,870
JA/WK-028,Katsuragisan,34.34740,135.44270,866
JA/WK-029,JA/WK-029,33.90950,135.57520,852
JA/WK-030,Umanose,33.83650,135.60049,825
JA/WK-031,Yahazudake,33.93250,135.35539,811
JA/WK-032,Kurotsuchi,33.85640,135.69521,809
JA/WK-033,Tokoyama,34.11440,135.45850,800
JA/WK-034,Makiyama,33.78560,135.47350,796
JA/WK-035,Ookuboyama,33.90490,135.54640,791
JA/WK-036,Akakuradake,33.74960,135.74910,782
JA/WK-037,Akushirouyama,33.80200,135.56830,782
JA/WK-038,Yougaimoriyama,33.84390,135.70230,779
JA/WK-039,Ookurabatayama,33.72860,135.79300,775
JA/WK-040,Hikotani,34.19750,135.46770,774
JA/WK-041,Sanrigamine,33.88610,135.38631,772
JA/WK-042,Ryuumonzan,34.23800,135.41130,756
JA/WK-043,Kawamata,33.91500,135.36360,752
JA/WK-044,Myouhouzan,33.65970,135.88330,750
JA/WK-045,Mitsuishiyamanishimine,34.35700,135.57210,742
JA/WK-046,Fudontonomine,33.72770,135.55910,725
JA/WK-047,Nishinomine,33.76370,135.57291,712
JA/WK-048,Mizugaitouzan,33.67640,135.60350,710
JA/WK-049,Kosugiyama,33.95770,135.96140,702
